,Parcela,Fecha,Dia,Mes,Año,Càmara,Latitud,Longitud,Altura,Pendiente,Orientación,Aspect,Ambiente,Cobertura.TOTAL,Grado.ramoneo,Total_ramoneadas,proporcion,Riqueza,bostas,Forraje..altura.,Pasto,Troncos.caidos,Altura.de.tronco,Roca,Suelo.desnudo,Distancia.a.picada,X.utm,Y.utm,x,y,std_elevation,std_slope,sqr.Altura,sqr.Pendiente,std_sqr.elevation,std_sqr.slope,std_rocks,std_grass,std_soil,std_distance,li,x,y
264,Tábano 14,,15,1,2013,,-41.3858,-71.6117,1417,2,n ,,mallin,90,2,1,0.1111111111,9,1,15,80,NA,NA,0,10,0,281628.124749518,5415122.39771002,-71.6117,-41.3858,0.4276029033,-0.9043474807,2007889,4,0.3441137545,-0.6753304048,-0.3411170978,4.4729604132,-0.1523693742,-1.0946794287,0.3749342011,1.6415406433,-19.47343101
265,Tábano 15,,15,1,2013,,-41.3764,-71.6019,1634,1,s ,,alto_andino,20,2,1,0.0833333333,12,0,10,5,NA,NA,100,10,5,282416.249787002,5416190.76009208,-71.6019,-41.3764,1.3393799286,-0.9998479034,2669956,1,1.3723233247,-0.6838832843,6.3266108765,-0.2337435596,-0.1523693742,-0.6906738629,1.1241453334,-8.5837124817,-35.5812682897
266,Tábano 16,,15,1,2013,,-41.3754,-71.6183,1604,15,s ,,quemado,85,1,0,0,8,0,50,35,40,40,0,10,0,281041.322909519,5416260.46232095,-71.6183,-41.3754,1.2133278053,0.3371580139,2572816,225,1.2214620408,-0.0452682838,-0.3411170978,1.6489380295,-0.1523693742,-1.0946794287,0.6014886326,2.0516158739,-21.5210922575
267,Tábano 17,,15,1,2013,,-41.3767,-71.6171,1573,10,s ,,forest,100,2,0,NA,12,0,NA,0,25,20,0,0,6,281146.044416955,5416119.15419341,-71.6171,-41.3767,1.0830739445,-0.1403440994,2474329,100,1.0685088262,-0.4016382617,-0.3411170978,-0.5475238245,-0.8764387147,-0.6098727498,0.5698211516,-39.6761373908,-21.3346726243
268,Tábano 18,,15,1,2013,,-41.3797,-71.6154,1500,2,s ,,mallin,100,3,2,0.2222222222,9,4,20,80,NA,NA,0,5,1,281298.276725687,5415790.35371779,-71.6154,-41.3797,0.7763471112,-0.9043474807,2250000,4,0.7201192754,-0.6753304048,-0.3411170978,4.4729604132,-0.5144040445,-1.0138783156,0.4717557842,14.0363334181,-23.678817423
269,Tábano 19,,15,1,2013,,-41.379,-71.6139,1510,3,s ,,forest,20,3,1,0.125,8,0,NA,0,20,15,0,15,3,281421.373425294,5415871.86260183,-71.6139,-41.379,0.8183644856,-0.8088470581,2280100,9,0.7668654629,-0.6610756057,-0.3411170978,-0.5475238245,0.209665296,-0.8522760892,0.8348468384,-35.6591108961,-14.5621969957
270,Tábano 2,,13,1,2013,,-41.3925,-71.5848666667,1264,4,E,,forest,100,2,3,0.1764705882,17,0,NA,0,10,10,0,0,2,283894.137902622,5414445.80567255,-71.5848666667,-41.3925,-0.2152629256,-0.7133466354,1597696,16,-0.292928068,-0.6411188869,-0.3411170978,-0.5475238245,-0.8764387147,-0.9330772024,0.6235547403,-24.9262794751,22.2748994716
271,Tábano 3,,13,1,2013,,-41.3896,-71.5821,1215,15,W,,quemado,90,3,3,0.25,12,0,3,30,10,10,0,10,2,284115.861876616,5414774.69824771,-71.5821,-41.3896,-0.4211480603,0.3371580139,1476225,225,-0.4815761122,-0.0452682838,-0.3411170978,1.3351577647,-0.1523693742,-0.9330772024,1.0531234209,15.086688675,-1.7019604501
272,Tábano 4,,14,1,2013,,-41.4114,-71.5658,1008,7,E,,forest,80,3,1,0.0833333333,12,0,5,10,NA,NA,0,5,0,285550.51883409,5412394.72426321,-71.5658,-41.4114,-1.2909077111,-0.4268453674,1016064,49,-1.1962197118,-0.5470372127,-0.3411170978,0.0800367052,-0.5144040445,-1.0946794287,0.9856081452,30.4059243405,21.2378093212
273,Tábano 5,,14,1,2013,,-41.4141,-71.5706,1011,7,s ,,forest,90,3,1,0.0909090909,11,0,10,5,NA,NA,0,20,0,285158.203864911,5412083.03516535,-71.5706,-41.4141,-1.2783024988,-0.4268453674,1022121,49,-1.1868130122,-0.5470372127,-0.3411170978,-0.2337435596,0.5716999662,-1.0946794287,1.0033913219,33.5095341081,11.8454512166
274,Tábano 6,,14,1,2013,,-41.4188,-71.5716,996,0,n ,,forest,85,3,1,0.1111111111,9,0,10,30,10,10,0,5,0,285090.125079235,5411558.70348722,-71.5716,-41.4188,-1.3413285605,-1.0953483261,992016,0,-1.2335669648,-0.6867342441,-0.3411170978,1.3351577647,-0.5144040445,-1.0946794287,0.8160514975,26.1466869577,5.2494215299
275,Tábano 7,,14,1,2013,,-41.4232,-71.5688,1000,0,NW,,forest,95,2,1,0.0833333333,12,1,20,20,20,25,0,0,0,285338.642902553,5411077.1134144,-71.5688,-41.4232,-1.3245216107,-1.0953483261,1000000,0,-1.2211675774,-0.6867342441,-0.3411170978,0.7075972349,-0.8764387147,-1.0946794287,0.7742158345,9.1513083966,7.1353821249
276,Tábano 8,,15,1,2013,,-41.3905,-71.6132,1637,4,n ,,forest,NA,2,1,0.0769230769,13,3,15,5,5,20,0,0,20,281518.441456745,5414596.76500463,-71.6132,-41.3905,1.3519851409,-0.7133466354,2679769,16,1.387563203,-0.6411188869,-0.3411170978,-0.2337435596,-0.8764387147,0.5213428345,0.9351809806,-18.962994431,-10.2522784552
277,Tábano 9,,15,1,2013,,-41.3896,-71.6138,1621,10,n ,,forest,70,2,3,0.4285714286,7,1,NA,0,NA,NA,0,0,30,281465.256664658,5414695.17945449,-71.6138,-41.3896,1.2847573418,-0.1403440994,2627641,100,1.3066068821,-0.4016382617,-0.3411170978,-0.5475238245,-0.8764387147,1.3293539661,0.694150286,-45.5392274778,0.6209346456
278,VA 1,,29,8,2014,,-41.3674,-71.5877,1390,30,n ,350,abierto,30,0,NA,0,6,0,5,15,NA,NA,70,10,30,283573.977702684,5417225.61567524,-71.5877,-41.3674,0.3141559923,1.7696643539,1932100,900,0.226411203,1.879129597,4.3262924842,0.3938169701,-0.1523693742,1.3293539661,0.4009433612,24.6071264342,0.2177000633
279,VA 2,,29,8,2014,,-41.3683,-71.5868,1428,10,n ,350,matorral,60,2,0,NA,12,1,10,30,NA,NA,5,2,10,283652.240744554,5417127.93578276,-71.5868,-41.3683,0.4738220152,-0.1403440994,2039184,100,0.3927158121,-0.4016382617,-0.0077306991,1.3351577647,-0.7316248466,-0.2866682971,0.540009035,5.5067272151,-8.410744373
280,VA 3,,29,8,2014,,-41.3686,-71.5895,1385,8,SW,220,matorral,70,1,NA,NA,11,4,5,15,NA,NA,0,15,0,283427.401414955,5417087.87977898,-71.5895,-41.3686,0.2931473051,-0.3313449447,1918225,64,0.204862919,-0.5042728154,-0.3411170978,0.3938169701,0.209665296,-1.0946794287,-0.806558774,10.516503129,-20.4550239933
281,VA 5,04/09/14,4,9,2014,,-41.4081833333,-71.5600166667,1028,5,O,260,quemado,50,0,NA,0,4,0,5,1,5,30,0,15,30,286023.368205577,5412766.18819298,-71.5600166667,-41.4081833333,-1.2068729623,-0.6178462127,1056784,25,-1.1329803513,-0.6154602485,-0.3411170978,-0.4847677715,0.209665296,1.3293539661,0.8811077034,29.4355135128,3.3710999042
282,VA6,05/09/14,5,9,2014,,-41.3786333333,-71.5611833333,953,1,NE,30,quemado,60,2,NA,NA,4,3,2,40,5,15,0,3,5,285828.802841512,5416044.27576375,-71.5611833333,-41.3786333333,-1.5220032705,-0.9998479034,908209,1,-1.3637217066,-0.6838832843,-0.3411170978,1.9627182944,-0.6592179126,-0.6906738629,0.6412254369,33.0782391014,3.872842443
283,VA7,05/09/14,5,9,2014,,-41.3796166667,-71.55875,919,1,NO,315,mallin,80,3,NA,NA,11,3,2,40,0,0,0,1,30,286035.525526355,5415941.10959758,-71.55875,-41.3796166667,-1.6648623436,-0.9998479034,844561,1,-1.4625689271,-0.6838832843,-0.3411170978,1.9627182944,-0.8040317806,1.3293539661,0.6951824089,38.0192078937,13.8154791539
284,VOL 1,27/02/15,27,2,2015,no,-41.403,-71.5471,1451,5,W,280,quemado,20,3,NA,NA,6,4,2,3,3,30,0,70,0,287086.15371182,5413373.54942151,-71.5471,-41.403,0.5704619764,-0.6178462127,2105401,25,0.4955527653,-0.6154602485,-0.3411170978,-0.3592556656,4.1920466684,-1.0946794287,0.7780930076,27.1587574535,-17.1676572304
285,VOL 10,27/02/15,27,2,2015,no,-41.3965,-71.5477,1334,15,W,270,matorral,70,0,NA,0,14,0,20,3,NA,NA,0,20,15,287014.758933244,5414093.7761175,-71.5477,-41.3965,0.0788586955,0.3371580139,1779556,225,-0.0104941263,-0.0452682838,-0.3411170978,-0.3592556656,0.5716999662,0.1173372687,-0.5256876031,41.7104403085,30.4187468882
286,VOL 11,27/02/15,27,2,2015,no,-41.3959,-71.5508,1211,3,SW,240,matorral,80,0,NA,0,8,0,NA,0,NA,NA,0,0,20,286753.617697303,5414152.76428458,-71.5508,-41.3959,-0.4379550101,-0.8088470581,1466521,9,-0.4966467103,-0.6610756057,-0.3411170978,-0.5475238245,-0.8764387147,0.5213428345,,,
287,VOL 12,27/02/15,27,2,2015,no,-41.3956,-71.5525,1154,5,SW,240,matorral,75,0,NA,0,5,0,NA,0,NA,NA,0,2,20,286610.504183579,5414181.88521852,-71.5525,-41.3956,-0.6774540444,-0.6178462127,1331716,25,-0.7060028497,-0.6154602485,-0.3411170978,-0.5475238245,-0.7316248466,0.5213428345,-0.5514424028,40.7740348861,22.7069322182
288,VOL 13,27/02/15,27,2,2015,no,-41.3952,-71.5534,1123,2,W,270,matorral,70,2,NA,NA,17,3,5,5,3,25,0,4,8,286533.948023689,5414224.07915768,-71.5534,-41.3952,-0.8077079051,-0.9043474807,1261129,4,-0.8156265417,-0.6753304048,-0.3411170978,-0.2337435596,-0.5868109785,-0.4482705234,0.5454244395,44.418025773,15.4380529579
289,VOL 14,28/02/2015,28,2,2015,,-41.4154,-71.5807,1015,1,S,160,mallin,85,2,NA,NA,16,4,10,60,0,0,0,15,8,284318.312632232,5411913.57334473,-71.5807,-41.4154,-1.261495549,-0.9998479034,1030225,1,-1.1742272613,-0.6838832843,-0.3411170978,3.2178393538,0.209665296,-0.4482705234,-1.249490148,20.4934593424,-13.55632444
290,VOL 15,28/02/2015,28,2,2015,,-41.3508,-71.5798,1038,3,NW,330,matorral,65,2,NA,NA,9,1,5,2,1,20,0,10,6,284179.889036623,5419088.43489547,-71.5798,-41.3508,-1.1648555878,-0.8088470581,1077444,9,-1.1008947622,-0.6610756057,-0.3411170978,-0.4220117185,-0.1523693742,-0.6098727498,-0.7608934748,35.751042114,35.4758488249
291,VOL 16,28/02/2015,28,2,2015,,-41.4194,-71.5792,1082,8,N,0,matorral,70,1,NA,NA,12,0,5,1,0,0,0,12,30,284456.920561389,5411473.18326521,-71.5792,-41.4194,-0.9799791403,-0.3313449447,1170724,64,-0.9560281721,-0.5042728154,-0.3411170978,-0.4847677715,-0.0075555062,1.3293539661,-0.4001371771,32.3546968931,33.9448439066
292,VOL 17,28/02/2015,28,2,2015,,-41.42,-71.5794,1094,1,N,0,matorral,40,2,NA,NA,14,3,0,0,1,10,0,10,30,284442.190668844,5411406.06602148,-71.5794,-41.42,-0.929558291,-0.9998479034,1196836,1,-0.9154754662,-0.6838832843,-0.3411170978,-0.5475238245,-0.1523693742,1.3293539661,-0.8019543902,44.2181651688,32.0550873116
293,VOL 18,28/02/2015,28,2,2015,,-41.4209,-71.5794,1112,3,N,10,forest,70,1,NA,NA,6,2,0,0,2,20,0,1,6,284445.168935311,5411306.13737669,-71.5794,-41.4209,-0.853927017,-0.8088470581,1236544,9,-0.8538077715,-0.6610756057,-0.3411170978,-0.5475238245,-0.8040317806,-0.6098727498,-0.1580466504,40.3999563397,35.3811791526
294,VOL 19,28/02/2015,28,2,2015,,-41.4219,-71.5797,1140,5,NE,40,matorral,80,0,NA,0,8,0,0,0,0,0,0,1,30,284423.406085251,5411194.35822246,-71.5797,-41.4219,-0.7362783686,-0.6178462127,1299600,25,-0.7558799445,-0.6154602485,-0.3411170978,-0.5475238245,-0.8040317806,1.3293539661,-1.1566319519,28.0776491558,25.8367857471
295,VOL 2,27/02/15,27,2,2015,no,-41.4022,-71.5429,1504,25,SW,210,forest,70,2,NA,NA,9,0,10,5,5,30,0,8,6,287434.654969939,5413472.69549654,-71.5429,-41.4022,0.7931540609,1.2921622406,2262016,625,0.7387804777,1.0951156456,-0.3411170978,-0.2337435596,-0.2971832423,-0.6098727498,0.8855357179,-45.2017195246,-3.1972863984
296,VOL 20,28/02/2015,28,2,2015,,-41.4234,-71.5801,1185,5,N,20,matorral,35,1,NA,NA,6,1,5,10,0,0,15,5,30,284394.941964864,5411026.81386721,-71.5801,-41.4234,-0.5472001836,-0.6178462127,1404225,25,-0.5933942349,-0.6154602485,0.6590420983,0.0800367052,-0.5144040445,1.3293539661,-0.95782471,11.3102530205,-20.3054393317
297,VOL 21,28/02/2015,28,2,2015,,-41.4237,-71.5797,1183,8,E,95,matorral,60,0,NA,NA,6,0,0,0,0,0,0,3,30,284429.363590972,5410994.50086162,-71.5797,-41.4237,-0.5556036585,-0.3313449447,1399489,64,-0.6007493826,-0.5042728154,-0.3411170978,-0.5475238245,-0.6592179126,1.3293539661,0.8045082112,24.6733294483,26.2118387599
299,VOL 22,28/02/2015,28,2,2015,No.,-41.4232,-71.5778,1133,20,NE,50,matorral,30,0,NA,NA,12,4,5,5,NA,NA,40,70,20,284586.495471995,5411054.74833319,-71.5778,-41.4232,-0.7656905307,0.8146601273,1283689,400,-0.7805901966,0.4536496853,2.3259740919,-0.2337435596,4.1920466684,0.5213428345,0.6250804737,17.4048960562,-14.1485652903
300,VOL 23,28/02/2015,28,2,2015,no,-41.4233,-71.5754,1039,6,E,80,forest,80,1,NA,NA,11,2,0,0,2,10,0,5,10,284787.398608326,5411049.61683272,-71.5754,-41.4233,-1.1606538504,-0.5223457901,1079521,36,-1.0976691199,-0.5840996904,-0.3411170978,-0.5475238245,-0.5144040445,-0.2866682971,-1.0976286147,18.7296653699,19.0041961741
301,VOL 24,05/03/15,5,3,2015,,-41.395,-71.5414,1603,15,W,281,abierto,25,1,NA,NA,10,2,8,2,3,20,2,70,2,287536.588613508,5414275.80120342,-71.5414,-41.395,1.2091260679,0.3371580139,2569609,225,1.2164814752,-0.0452682838,-0.2077625383,-0.4220117185,4.1920466684,-0.9330772024,-0.4122322238,15.2399537633,-36.2743097575
302,VOL 24_BIS,28/02/2015,28,2,2015,No.,-41.4225,-71.573,1004,0,,,forest,50,2,NA,NA,8,3,5,15,NA,NA,0,15,20,284985.330068141,5411144.40838245,-71.573,-41.4225,-1.3077146609,-1.0953483261,1008016,0,-1.2087184931,-0.6867342441,-0.3411170978,0.3938169701,0.209665296,0.5213428345,-0.6887678638,39.5678528488,-19.60915129
303,VOL 25,05/03/15,5,3,2015,,-41.395,-71.5394,1687,30,NW,310,abierto,65,0,NA,NA,13,0,20,35,0,0,10,20,30,287703.804400849,5414280.70696703,-71.5394,-41.395,1.5620720131,1.7696643539,2845969,900,1.6456767029,1.879129597,0.3256556996,1.6489380295,0.5716999662,1.3293539661,0.7258039777,12.8478295404,-33.9913109401
304,VOL 26,05/03/15,5,3,2015,,-41.3952,-71.5385,1742,35,NW,330,alto_andino,8,0,NA,NA,12,0,15,1,0,0,75,15,30,287779.702491528,5414260.70710118,-71.5385,-41.3952,1.7931675725,2.2471664673,3034564,1225,1.9385702982,2.8056915396,4.659678883,-0.4847677715,0.209665296,1.3293539661,-0.8506333206,6.3023611846,-34.5834399857
305,VOL 27,05/03/15,5,3,2015,,-41.3948,-71.5401,1660,30,NW,300,abierto,25,0,NA,NA,14,0,20,15,0,0,5,25,30,287644.627473572,5414301.1965901,-71.5401,-41.3948,1.4486251021,1.7696643539,2755600,900,1.5053309817,1.879129597,-0.0077306991,0.3938169701,0.9337346364,1.3293539661,0.8213880238,12.8182434629,-37.9774806888
306,VOL 28,05/03/15,5,3,2015,,-41.3939,-71.5394,1646,30,NW,320,quemado,40,0,NA,NA,10,0,15,2,10,1,50,5,30,287700.222691951,5414402.84105269,-71.5394,-41.3939,1.3898007779,1.7696643539,2709316,900,1.4334505651,1.879129597,2.9927468894,-0.4220117185,-0.5144040445,1.3293539661,0.1686182624,19.5453568201,-23.7748402067
307,VOL 29,05/03/15,5,3,2015,,-41.393,-71.5395,1634,27,S,180,abierto,50,0,NA,NA,12,0,15,10,5,20,3,40,30,287688.931215854,5414502.52373282,-71.5395,-41.393,1.3393799286,1.4831630859,2669956,729,1.3723233247,1.3916154672,-0.1410852586,0.0800367052,2.0198386471,1.3293539661,-0.8543013253,0.4261801968,-33.6019421218
308,VOL 3,27/02/15,27,2,2015,no,-41.4012,-71.5424,1565,15,SW,215,quemado,50,1,NA,NA,6,1,6,25,5,35,0,20,30,287473.193879322,5413584.95419706,-71.5424,-41.4012,1.049460045,0.3371580139,2449225,225,1.029521574,-0.0452682838,-0.3411170978,1.0213774998,0.5716999662,1.3293539661,0.872362195,4.3849708121,-38.2765725379
309,VOL 30,05/03/15,5,3,2015,,-41.3922,-71.5401,1620,25,SW,230,quemado,50,0,NA,NA,NA,0,15,5,8,30,0,40,30,287636.159439274,5414589.87713758,-71.5401,-41.3922,1.2805556044,1.2921622406,2624400,625,1.3015735136,1.0951156456,-0.3411170978,-0.2337435596,2.0198386471,1.3293539661,-0.5744817319,10.1979236724,-37.1607763451
310,VOL 31,05/03/15,5,3,2015,,-41.3902,-71.5414,1523,20,W,285,matorral,65,1,NA,NA,NA,0,15,15,1,10,0,10,30,287520.947586601,5414808.74990722,-71.5414,-41.3902,0.8729870724,0.8146601273,2319529,400,0.8280998623,0.4536496853,-0.3411170978,0.3938169701,-0.1523693742,1.3293539661,-0.8665885098,29.6859450926,-26.1534845025
311,VOL 32,05/03/15,5,3,2015,,-41.3891,-71.5422,1504,20,SW,235,quemado,65,1,NA,NA,NA,1,10,3,7,60,0,20,30,287450.471009985,5414928.92059758,-71.5422,-41.3891,0.7931540609,0.8146601273,2262016,400,0.7387804777,0.4536496853,-0.3411170978,-0.3592556656,0.5716999662,1.3293539661,-0.9031837529,13.3105138311,-29.9084753862
312,VOL 33,05/03/15,5,3,2015,,-41.3874,-71.5418,1472,20,W,270,matorral,70,1,NA,NA,NA,0,10,5,2,10,1,20,0,287478.377280396,5415118.65490175,-71.5418,-41.3874,0.6586984627,0.8146601273,2166784,400,0.590882374,0.4536496853,-0.2744398181,-0.2337435596,0.5716999662,-1.0946794287,-0.2774239834,40.297389272,13.6706505667
313,VOL 34,05/03/15,5,3,2015,,-41.3858,-71.5422,1364,35,NW,307,matorral,70,0,NA,NA,NA,0,5,1,2,10,3,10,30,287439.715518449,5415295.32259578,-71.5422,-41.3858,0.2049108188,2.2471664673,1860496,1225,0.11520808,2.8056915396,-0.1410852586,-0.4847677715,-0.1523693742,1.3293539661,-0.9327665597,44.4237729594,19.2998267779
314,VOL 34 BIS,05/03/15,5,3,2015,,-41.3874,-71.5424,1422,20,W,270,matorral,70,1,NA,NA,NA,0,20,2,3,30,0,30,30,287428.20668003,5415117.18223601,-71.5424,-41.3874,0.4486115905,0.8146601273,2022084,400,0.366159008,0.4536496853,-0.3411170978,-0.4220117185,1.2957693066,1.3293539661,-0.7042617978,16.8196472488,-7.6050503379
315,VOL 35,05/03/15,5,3,2015,,-41.3861,-71.543,1363,25,W,295,abierto,50,0,NA,NA,NA,0,10,2,0,0,20,30,30,287373.797788626,5415260.04940043,-71.543,-41.3861,0.2007090814,1.2921622406,1857769,625,0.1109729686,1.0951156456,0.9924284971,-0.4220117185,1.2957693066,1.3293539661,-0.6389326526,5.8021177786,-14.683523488
316,VOL 36,05/03/15,5,3,2015,,-41.3862,-71.5442,1323,20,W,263,matorral,65,1,NA,NA,NA,0,10,1,3,50,0,25,30,287273.780742303,5415245.9992543,-71.5442,-41.3862,0.0326395836,0.8146601273,1750329,400,-0.055884519,0.4536496853,-0.3411170978,-0.4847677715,0.9337346364,1.3293539661,-1.0662788678,36.5420222726,25.1100439883
317,VOL 37,05/03/15,5,3,2015,,-41.3861,-71.5448,1293,15,NW,317,matorral,50,1,NA,NA,NA,1,10,1,2,10,0,15,30,287223.282956182,5415255.62829556,-71.5448,-41.3861,-0.0934125397,0.3371580139,1671849,225,-0.1777662728,-0.0452682838,-0.3411170978,-0.4847677715,0.209665296,1.3293539661,0.3455534143,28.7899981386,9.0546093243
318,VOL 38,05/03/15,5,3,2015,,-41.3862,-71.5461,1263,15,W,248,matorral,80,1,NA,NA,NA,0,10,1,5,20,0,3,30,287114.904199135,5415241.3302337,-71.5461,-41.3862,-0.219464663,0.3371580139,1595169,225,-0.2968525735,-0.0452682838,-0.3411170978,-0.4847677715,-0.6592179126,1.3293539661,0.9012630608,32.0576650384,9.4236833095
319,VOL 39,05/03/15,5,3,2015,,-41.386,-71.5479,1181,15,W,300,matorral,85,0,NA,NA,NA,0,15,2,0,NA,0,15,30,286963.736257626,5415259.10992077,-71.5479,-41.386,-0.5640071334,0.3371580139,1394761,225,-0.6080921059,-0.0452682838,-0.3411170978,-0.4220117185,0.209665296,1.3293539661,-0.0187138661,17.6549968747,10.8608691625
320,VOL 4,27/02/15,27,2,2015,no,-41.4004,-71.5414,1630,15,SW,230,quemado,45,1,NA,NA,NA,0,3,20,2,35,5,30,30,287554.186558307,5413676.23348303,-71.5414,-41.4004,1.3225729788,0.3371580139,2656900,225,1.3520469718,-0.0452682838,-0.0077306991,0.7075972349,1.2957693066,1.3293539661,0.951904096,11.2912534934,-41.4146119485
321,VOL 40,05/03/15,5,3,2015,,-41.3863,-71.5496,1132,2,W,273,matorral,60,2,NA,NA,NA,3,10,3,3,10,0,25,30,286822.563671274,5415221.6171707,-71.5496,-41.3863,-0.7698922681,-0.9043474807,1281424,4,-0.7841078084,-0.6753304048,-0.3411170978,-0.3592556656,0.9337346364,1.3293539661,-0.992767916,38.9937144511,10.2069476862
322,VOL 41,07/03/15,7,3,2015,,-41.3982,-71.591,1403,6,E,90,forest,70,3,NA,NA,NA,0,0,0,5,40,0,0,10,283400.258561886,5413797.59961359,-71.591,-41.3982,0.3687785791,-0.5223457901,1968409,36,0.2828001505,-0.5840996904,-0.3411170978,-0.5475238245,-0.8764387147,-0.2866682971,0.0231362121,-40.0146518485,16.5972839001
323,VOL 41_BIS,05/03/15,5,3,2015,,-41.3892,-71.5493,1174,10,W,290,matorral,50,2,NA,NA,NA,2,10,3,0,NA,0,20,0,286857.12770485,5414900.36575883,-71.5493,-41.3892,-0.5934192955,-0.1403440994,1378276,100,-0.633693797,-0.4016382617,-0.3411170978,-0.3592556656,0.5716999662,-1.0946794287,-1.2928249101,40.1773757489,19.9040759142
324,VOL 42,07/03/15,7,3,2015,,-41.3992,-71.5915,1420,10,E,100,forest,70,2,NA,NA,NA,1,0,0,2,30,0,2,20,283361.77975244,5413685.31694071,-71.5915,-41.3992,0.4402081157,-0.1403440994,2016400,100,0.3573315884,-0.4016382617,-0.3411170978,-0.5475238245,-0.7316248466,0.5213428345,-0.8596232716,-36.547959538,16.17539595
325,VOL 43,07/03/15,7,3,2015,,-41.4007,-71.5929,1474,20,E,110,forest,75,1,NA,NA,NA,0,0,0,1,30,0,1,18,283249.723414121,5413515.26521564,-71.5929,-41.4007,0.6671019376,0.8146601273,2172676,400,0.6000328238,0.4536496853,-0.3411170978,-0.5475238245,-0.8040317806,0.3597406082,-1.167911306,-45.4697904288,17.5680016156
326,VOL 44,07/03/15,7,3,2015,,-41.4015,-71.5936,1492,5,SE,120,forest,60,3,NA,NA,NA,3,0,0,0,0,0,0,1,283193.863626586,5413424.68702718,-71.5936,-41.4015,0.7427332116,-0.6178462127,2226064,25,0.6829459617,-0.6154602485,-0.3411170978,-0.5475238245,-0.8764387147,-1.0138783156,-0.8403146701,-46.557320335,-10.6671425531
327,VOL 45,07/03/15,7,3,2015,,-41.4014,-71.595,1514,40,SE,160,forest,70,0,NA,NA,14,0,0,0,3,3,1,1,30,283076.490841773,5413432.28308387,-71.595,-41.4014,0.8351714354,2.7246685806,2292196,1600,0.7856509075,3.8748014734,-0.2744398181,-0.5475238245,-0.8040317806,1.3293539661,-0.6639826648,-37.5941593879,-13.6697696632
328,VOL 46,07/03/15,7,3,2015,,-41.40265,-71.5951,1552,25,SE,125,matorral,20,0,NA,NA,NA,0,5,1,NA,NA,45,45,30,283072.291001163,5413293.24285754,-71.5951,-41.40265,0.9948374582,1.2921622406,2408704,625,0.9665912664,1.0951156456,2.6593604906,-0.4847677715,2.3818733173,1.3293539661,-1.0117842327,-17.0944462921,-25.3229821946
329,VOL 47,07/03/15,7,3,2015,,-41.4027,-71.5929,1420,25,SE,150,forest,60,2,NA,NA,NA,1,NA,0,3,25,0,2,10,283256.373994117,5413293.20184126,-71.5929,-41.4027,0.4402081157,1.2921622406,2016400,625,0.3573315884,1.0951156456,-0.3411170978,-0.5475238245,-0.7316248466,-0.2866682971,-1.0202824428,-48.9251917987,0.1202136122
330,VOL 48,07/03/15,7,3,2015,,-41.4043833333,-71.5901,1300,20,SE,145,forest,80,1,NA,NA,12,0,NA,0,5,30,0,2,12,283496.041310075,5413113.30519176,-71.5901,-41.4043833333,-0.0640003776,0.8146601273,1690000,400,-0.1495772346,0.4536496853,-0.3411170978,-0.5475238245,-0.7316248466,-0.1250660708,-0.9433339818,-41.9193408226,-1.6857896629
331,VOL 49,07/03/15,7,3,2015,,-41.4048,-71.588,1217,4,NE,50,forest,60,3,NA,NA,NA,4,10,1,4,40,0,7,0,283672.976416196,5413072.29206389,-71.588,-41.4048,-0.4127445854,-0.7133466354,1481089,16,-0.4740221768,-0.6411188869,-0.3411170978,-0.4847677715,-0.3695901764,-1.0946794287,-0.9224211566,-16.1251806101,25.2662870958
332,VOL 5,27/02/15,27,2,2015,no,-41.3994,-71.5409,1680,10,SW,240,quemado,20,0,NA,NA,NA,0,15,4,5,20,5,70,30,287592.728661106,5413788.4914041,-71.5409,-41.3994,1.532659851,-0.1403440994,2822400,100,1.6090733511,-0.4016382617,-0.0077306991,-0.2964996126,4.1920466684,1.3293539661,0.6982955244,3.1548916158,-43.9860032997
333,VOL 50,07/03/15,7,3,2015,,-41.4045,-71.5843,1145,2,E,100,forest,75,2,NA,NA,NA,3,0,0,0,0,0,0,1,283981.286116125,5413114.84132601,-71.5843,-41.4045,-0.7152696814,-0.9043474807,1311025,4,-0.7381365827,-0.6753304048,-0.3411170978,-0.5475238245,-0.8764387147,-1.0138783156,0.1751775635,-41.8055362598,26.5991236414
334,VOL 51,24/03/15,24,3,2015,,-41.4005,-71.5958,1579,3,E,80,forest,60,1,NA,NA,NA,2,0,0,2,40,1,5,20,283006.614669771,5413530.20670554,-71.5958,-41.4005,1.1082843692,-0.8088470581,2493241,9,1.0978797197,-0.6610756057,-0.2744398181,-0.5475238245,-0.5144040445,0.5213428345,0.8289469969,-18.9195691472,-29.4432159336
335,VOL 52,24/03/15,24,3,2015,,-41.4059,-71.6072,1865,8,NE,60,alto_andino,10,0,NA,NA,NA,0,10,1,0,0,70,25,30,282071.615739456,5412901.99742265,-71.6072,-41.4059,2.3099812781,-0.3313449447,3478225,64,2.6275889113,-0.5042728154,4.3262924842,-0.4847677715,0.9337346364,1.3293539661,-0.8922806632,4.0776422719,-29.4502166633
336,VOL 53,24/03/15,24,3,2015,,-41.4032,-71.6064,1837,20,SE,150,alto_andino,70,0,NA,NA,NA,0,10,2,0,0,25,3,30,282129.465675888,5413203.797278,-71.6064,-41.4032,2.1923326297,0.8146601273,3374569,400,2.4666080873,0.4536496853,1.3258148958,-0.4220117185,-0.6592179126,1.3293539661,-0.9014937975,2.6892031494,-30.6454442282
